0,1,0,1,0,1.2064976032430856,1,2,1,-0.1427654500854047,0.6496616804201903,-0.027449783173611606,3,0.30898256355971704,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0.9214550572028734,1,0,1,0.6880590681518921,1.0235954983542734,0.3495053648859151,3,0.30898256355971704,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1.2879383306831464,1,2,1,1.6850484900366482,2.2306026509301686,0.8411859927896456,3,2.248955102138801,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,1,0,0,0,-0.4223169455581282,1,0,1,1.1865537790942702,-0.0823126644850161,0.4970095532570342,1,0.7939756982044881,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,0,1.6137012404433893,1,2,1,0.28926329939798967,1.317179900864504,0.18561182225133827,3,1.278968832849259,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,1,1,-0.1779947632379461,1,1,0,-1.5053176599945715,-0.7674900971103963,-0.6994133079753766,2,-1.145996840374596,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
0,0,0,1,1,0.9214550572028734,1,1,1,1.286252721282746,1.489798699934429,0.660903095891611,3,1.278968832849259,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,-0.6666391278783103,1,1,0,-1.4720846792650797,-0.8765357323284819,-0.7158026622388343,1,-1.145996840374596,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
1,0,0,1,1,-1.0738427650786138,1,0,1,0.5218941645044328,-0.7855907895959895,0.16922246798788057,0,-0.176010571085054,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0.14776814652229667,1,2,1,-1.5385506407240634,-0.7030339726495036,-0.6994133079753766,2,-1.145996840374596,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
0,1,0,0,0,-0.21871512695797646,1,0,0,-0.17599843081489655,-0.29598913187592074,-0.06022849170052697,2,0.30898256355971704,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,-1.0738427650786138,1,0,0,0.18956435720951403,-0.8160529306083292,0.005328925353303758,0,-1.145996840374596,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,-0.8702409464784621,1,0,0,0.6548260874224002,-0.6151793920486978,0.21839053077825363,0,-0.176010571085054,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,-1.1552834925186746,1,0,1,0.15633137648002218,-0.8818334959828019,-0.07661784596398465,0,-1.145996840374596,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1.6137012404433893,1,2,0,0.9206899332583353,1.9206834771524517,0.48062019899357655,3,2.248955102138801,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,1,0,0,0,-0.21871512695797646,1,0,1,0.5551271452339247,-0.00417065058379685,0.3331160106224574,2,-0.176010571085054,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0.9214550572028734,1,0,1,-0.47509525738032343,0.24305831995113414,-0.17495397154473075,3,-0.661003705729825,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0.7992939660427822,1,1,1,-0.47509525738032343,0.14504969234621506,-0.1913433258081884,3,-0.661003705729825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0.758573602322752,1,0,0,0.5551271452339247,0.7962331415230423,0.2839479478320843,3,-0.176010571085054,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1.5322605130033284,1,2,1,0.8209909910698596,1.771021653917913,0.44784149046666116,3,2.248955102138801,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,1,0,0,0,-0.62591876415828,1,0,0,-1.4388516985355877,-0.8372439852256089,-0.6502452451850035,1,-1.145996840374596,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
1,0,0,1,1,1.4100994218432374,1,2,1,1.4524176249302052,2.152019156724423,0.7264605129454418,3,1.7639619674940301,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
0,1,0,1,1,-0.0965540357978854,1,0,0,0.6880590681518921,0.10046018158902216,0.3167266563589997,2,-0.176010571085054,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,0,-1.1960038562387048,1,0,0,-0.6412601610277828,-0.9511459037934878,-0.4863517025504267,0,-1.145996840374596,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1.002895784642934,1,0,1,0.32249628012748155,0.7666539611197558,0.1364437594609652,3,-0.661003705729825,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
